user_id,user_categories,user_keywords,age,gender,user_click_last3m,user_cart_last3m,user_buy_last3m,user_forward_last3m
U03020,生活,名著;散文;小说,44,M,8,0,0,0
U03021,文学,名著;经典;散文,57,F,8,3,2,1
U03022,生活;文学,散文;经典;中国文学;外国文学,29,F,12,5,1,0
U03023,文学;生活,经典;随笔,65,F,7,2,0,0
U03024,文学;生活,教育;名著,31,M,6,2,0,0
U03025,文学,小说;散文,43,F,7,2,0,0
U03026,文学,经典;名著;散文;教育,60,F,8,2,0,0
U03027,生活,中国文学;成长;随笔;教育,54,F,14,3,1,1
U03028,文学;生活,外国文学;中国文学;随笔,50,M,13,1,0,0
U03029,生活,中国文学;小说,63,M,9,3,0,0
U03030,文学,随笔;经典,20,F,11,1,1,0
U03031,文学,成长;散文;中国文学;随笔,23,M,14,2,0,0
U03032,文学;生活,小说;散文;中国文学,26,M,3,0,0,0
U03033,文学,外国文学;随笔;教育;散文,24,F,12,3,1,0
U03034,生活,小说;经典;外国文学;随笔,33,F,13,2,0,0
U03035,生活,小说;外国文学;教育,54,M,12,2,0,0
U03036,文学;生活,经典;散文;成长,23,M,11,3,1,0
U03037,文学;生活,小说;教育;随笔,62,F,16,4,1,2
U03038,生活;文学,经典;随笔,48,M,12,2,0,0
U03039,文学;生活,经典;随笔;名著,39,F,10,1,0,1
U03040,文学,散文;中国文学,31,F,14,4,0,0
U03041,生活,名著;成长;教育,31,M,8,0,0,0
U03042,文学;生活,散文;外国文学;成长;经典,34,M,9,1,0,0
U03043,文学,经典;名著;小说,59,F,4,0,0,0
U03044,文学;生活,名著;中国文学;教育,36,M,5,2,1,1
U03045,文学,中国文学;小说,40,F,11,3,2,1
U03046,生活;文学,外国文学;中国文学;随笔;经典,44,M,8,0,0,0
U03047,文学;生活,外国文学;散文;经典;中国文学,34,F,10,2,0,0
U03048,生活;文学,外国文学;中国文学;散文;教育,40,M,8,2,0,0
U03049,生活;文学,外国文学;散文;成长,31,M,13,1,1,1
U03050,生活,随笔;成长;名著;教育,21,M,10,4,2,1
U03051,文学;生活,名著;外国文学;成长,30,F,12,3,0,0
U03052,生活,小说;外国文学,42,F,10,1,1,1
U03053,文学;生活,中国文学;成长;经典;外国文学,26,M,6,1,0,0
U03054,文学,中国文学;成长;散文;名著,18,F,9,0,0,0
U03055,文学,名著;经典;散文;随笔,47,F,16,3,1,0
U03056,生活;文学,名著;教育;成长,21,M,6,1,0,0
U03057,文学;生活,成长;小说,33,M,14,2,0,0
U03058,文学,随笔;经典;教育;成长,58,F,10,0,0,0
U03059,文学,中国文学;名著;小说,35,F,5,0,0,0
U03060,文学;生活,教育;小说;散文,33,M,9,1,0,0
U03061,生活;文学,散文;成长;随笔;经典,16,F,12,3,2,1
U03062,生活;文学,中国文学;随笔,38,F,7,0,0,0
U03063,生活,外国文学;名著;随笔,36,F,11,2,2,2
U03064,文学;生活,经典;随笔,51,M,18,5,1,0
U03065,文学;生活,外国文学;经典;随笔;教育,29,F,14,2,0,0
U03066,文学,教育;中国文学;外国文学,43,F,3,0,0,0
U03067,生活,名著;随笔;经典;教育,59,F,15,3,0,1
U03068,生活,小说;外国文学;成长;经典,57,M,10,4,4,0
U03069,文学;生活,经典;教育;成长,49,F,9,3,1,0
U03070,文学;生活,教育;经典;中国文学,64,M,7,1,0,1
U03071,文学;生活,散文;成长;教育,26,M,16,5,1,1
U03072,生活;文学,中国文学;小说;名著,49,F,14,5,1,0
U03073,生活,中国文学;名著;教育,20,F,11,3,1,0
U03074,生活,教育;中国文学;成长;外国文学,53,M,12,4,2,1
U03075,文学;生活,随笔;经典;成长;外国文学,17,M,8,1,0,0
U03076,生活,随笔;中国文学;教育,18,F,12,2,0,0
U03077,文学;生活,小说;经典;成长,21,M,9,3,0,0
U03078,生活,经典;外国文学,30,M,11,2,1,0
U03079,文学;生活,外国文学;名著;中国文学,44,F,7,0,0,0
U03080,生活;文学,名著;教育;经典,32,M,8,0,0,1
U03081,文学;生活,中国文学;教育;名著;小说,54,M,5,1,0,0
U03082,生活;文学,外国文学;经典;中国文学;名著,21,F,12,3,1,0
U03083,文学;生活,经典;外国文学,46,F,13,1,0,0
U03084,生活,散文;小说;经典;随笔,21,M,12,3,2,1
U03085,生活;文学,教育;外国文学,25,M,7,1,0,0
U03086,生活;文学,成长;小说;随笔;经典,47,M,4,1,1,1
U03087,生活;文学,外国文学;名著;随笔,42,M,7,2,1,1
U03088,生活,散文;外国文学,19,M,11,2,0,0
U03089,文学;生活,教育;小说;散文;经典,21,M,11,0,0,1
U03090,生活,经典;外国文学,20,F,8,4,0,0
U03091,生活;文学,中国文学;随笔,39,M,5,0,0,0
U03092,生活;文学,名著;教育,43,F,10,2,0,0
U03093,文学,散文;中国文学;名著;经典,49,F,13,1,0,0
U03094,文学;生活,外国文学;教育;经典,53,F,9,0,0,0
U03095,生活;文学,中国文学;小说,36,F,6,0,0,0
U03096,文学;生活,随笔;经典,39,M,12,3,0,0
U03097,文学;生活,中国文学;随笔,26,F,8,1,0,0
U03098,文学;生活,教育;散文;中国文学;名著,42,M,14,1,0,1
U03099,生活,外国文学;教育,35,M,12,2,1,0
U03100,文学;生活,中国文学;随笔;名著,64,F,7,1,0,0
U03101,生活;文学,中国文学;随笔;教育,52,F,10,3,0,0
U03102,生活;文学,随笔;中国文学;外国文学;散文,51,F,13,2,0,0
U03103,文学;生活,经典;小说,63,F,12,1,0,0
U03104,文学;生活,成长;名著;散文;小说,16,M,12,1,0,0
U03105,生活;文学,经典;散文,26,M,7,0,0,0
U03106,文学;生活,成长;散文;中国文学;小说,33,M,8,2,0,0
U03107,生活,名著;散文,23,F,7,1,0,1
U03108,生活;文学,中国文学;小说;散文;随笔,46,F,10,2,0,0
U03109,生活;文学,中国文学;小说;外国文学;成长,33,M,6,0,0,0
U03110,生活;文学,经典;外国文学;名著;随笔,44,F,12,3,1,0
U03111,生活,外国文学;散文;名著;小说,19,M,15,2,0,1
U03112,文学;生活,散文;经典,17,F,9,1,0,1
U03113,生活,外国文学;经典,29,F,9,1,0,1
U03114,生活;文学,散文;中国文学,22,M,9,3,0,0
U03115,文学;生活,教育;中国文学;经典,39,M,8,4,2,0
U03116,文学,成长;随笔,22,M,2,0,0,0
U03117,文学;生活,经典;成长;小说,49,M,16,1,0,1
U03118,文学,散文;经典;小说;中国文学,52,F,14,5,0,0
U03119,文学,成长;中国文学;外国文学,16,F,8,0,0,0
U03120,文学;生活,成长;经典;教育;名著,37,M,9,2,0,0
U03121,文学;生活,成长;经典;小说;随笔,58,M,12,2,1,2
U03122,生活;文学,小说;成长,63,M,11,3,0,1
U03123,文学,成长;中国文学;经典;名著,47,F,15,3,1,1
U03124,生活;文学,名著;散文;外国文学;随笔,41,M,8,1,0,0
U03125,生活,随笔;经典,60,M,10,0,0,0
U03126,生活;文学,散文;中国文学;随笔;教育,58,F,13,5,1,2
U03127,文学;生活,随笔;教育,33,F,10,1,0,0
U03128,文学;生活,小说;经典;名著,62,F,11,1,0,0
U03129,生活;文学,中国文学;名著;散文,59,M,6,1,0,0
U03130,生活;文学,教育;经典;名著,50,M,6,1,0,0
U03131,生活;文学,成长;经典;散文,31,M,10,1,0,0
U03132,文学;生活,随笔;外国文学;中国文学,30,M,10,1,1,2
U03133,生活;文学,小说;名著,36,F,6,1,0,0
U03134,生活,散文;中国文学;成长,54,F,6,2,0,0
U03135,生活;文学,成长;名著,20,M,8,2,1,0
U03136,文学;生活,名著;教育,21,F,8,2,0,0
U03137,文学;生活,成长;教育;随笔,52,M,8,2,1,0
U03138,生活,随笔;名著;成长;外国文学,31,F,10,1,0,0
U03139,生活;文学,随笔;外国文学;中国文学,18,F,8,0,0,0
U03140,生活;文学,随笔;外国文学;中国文学,60,M,14,3,1,0
U03141,生活;文学,外国文学;成长;散文;经典,42,M,14,3,1,0
U03142,文学;生活,散文;成长,25,F,6,0,0,0
U03143,文学;生活,教育;随笔;外国文学,46,F,6,1,0,1
U03144,生活;文学,教育;成长,21,M,13,1,1,0
U03145,文学;生活,成长;教育;中国文学,27,F,8,2,1,1
U03146,文学,教育;随笔,26,F,17,0,0,0
U03147,文学;生活,中国文学;教育;外国文学,54,F,13,1,1,0
U03148,文学;生活,经典;成长,16,M,13,1,0,1
U03149,生活,中国文学;随笔,31,F,9,4,1,0
U03150,生活;文学,散文;随笔,56,M,6,3,0,0
U03151,文学;生活,成长;名著;外国文学,42,F,7,2,1,0
U03152,文学;生活,名著;散文,37,F,10,1,0,0
U03153,文学;生活,教育;随笔;外国文学;经典,21,M,10,1,0,0
U03154,文学;生活,中国文学;成长,25,M,4,0,0,0
U03155,生活;文学,成长;散文,21,M,16,2,0,1
U03156,文学,中国文学;经典,34,M,7,2,1,0
U03157,文学;生活,成长;教育;名著;经典,56,F,7,3,1,1
U03158,文学,随笔;外国文学;教育;成长,51,F,11,2,0,0
U03159,文学;生活,中国文学;名著,28,F,5,0,0,1
U03160,生活;文学,成长;散文,22,F,8,0,0,0
U03161,文学;生活,外国文学;经典,39,M,7,2,2,0
U03162,生活;文学,成长;中国文学;随笔;小说,40,F,6,1,0,0
U03163,文学;生活,中国文学;外国文学;名著,24,F,6,0,0,0
U03164,生活,随笔;教育;中国文学;外国文学,63,M,9,2,2,0
U03165,生活;文学,随笔;外国文学;散文;小说,47,M,11,4,1,1
U03166,文学;生活,名著;教育;小说,48,M,9,2,0,0
U03167,生活;文学,外国文学;名著;教育;成长,33,F,12,0,0,0
U03168,生活;文学,外国文学;随笔,60,M,11,1,0,0
U03169,生活;文学,随笔;小说;散文;中国文学,22,F,15,1,0,0
U03170,生活,散文;小说;经典;教育,55,M,14,0,0,0
U03171,文学;生活,成长;散文,53,F,11,1,0,1
U03172,生活,经典;中国文学;外国文学;散文,56,F,7,2,0,1
U03173,生活;文学,小说;外国文学;随笔,33,F,10,1,1,1
U03174,生活;文学,成长;外国文学;名著;中国文学,20,F,5,1,0,0
U03175,生活,中国文学;小说;随笔,54,F,4,2,1,0
U03176,文学,散文;外国文学;经典;名著,55,M,13,3,1,1
U03177,生活;文学,名著;成长,40,F,7,1,0,0
U03178,文学,中国文学;小说,48,M,7,1,0,0
U03179,生活;文学,随笔;中国文学,26,F,13,2,1,0
U03180,生活,名著;外国文学;经典;教育,58,M,11,2,1,0
U03181,生活;文学,中国文学;名著,36,M,7,1,0,0
U03182,生活;文学,中国文学;外国文学,27,F,9,2,2,1
U03183,文学,成长;名著;中国文学,33,F,8,3,1,1
U03184,文学;生活,随笔;中国文学,31,F,10,3,0,0
U03185,文学,中国文学;外国文学;教育;小说,40,M,8,2,0,0
U03186,生活;文学,成长;随笔;小说,46,F,15,3,0,0
U03187,生活;文学,教育;名著,40,M,10,2,0,2
U03188,生活;文学,经典;中国文学;小说,41,F,8,1,0,0
U03189,生活,名著;教育;小说;经典,30,F,8,1,0,0
U03190,生活;文学,成长;小说;散文;经典,48,M,7,0,0,1
U03191,生活,中国文学;随笔,38,M,8,2,0,0
U03192,文学;生活,教育;名著;经典,54,F,8,1,1,0
U03193,生活,教育;小说,49,M,11,1,1,0
U03194,文学;生活,教育;经典;散文,41,F,7,2,0,0
U03195,文学;生活,经典;中国文学,53,M,10,0,0,0
U03196,文学;生活,外国文学;教育;经典;名著,59,F,9,0,0,0
U03197,文学,教育;散文;小说,42,F,11,2,1,0
U03198,文学,散文;小说,48,F,9,0,0,0
U03199,文学;生活,外国文学;散文;随笔,56,F,11,1,0,0
U03200,文学;生活,外国文学;名著;经典;随笔,46,M,11,3,0,0
U03201,文学;生活,经典;成长,41,M,11,1,0,0
U03202,文学;生活,外国文学;中国文学;小说;散文,18,F,10,2,0,1
U03203,文学;生活,散文;经典;成长,19,F,14,1,0,0
U03204,文学;生活,散文;名著;随笔,26,M,9,0,0,0
U03205,生活;文学,教育;小说;经典,25,F,9,2,1,0
U03206,生活;文学,成长;外国文学;小说;中国文学,50,F,12,2,0,0
U03207,文学,随笔;名著;经典,30,F,6,3,0,0
U03208,文学;生活,教育;外国文学;小说;随笔,27,M,6,2,0,0
U03209,生活,成长;经典;小说;外国文学,65,M,8,2,1,1
U03210,文学;生活,经典;小说;散文;随笔,54,F,10,3,1,1
U03211,文学,教育;成长;随笔;名著,57,F,5,2,0,0
U03212,生活;文学,名著;小说;外国文学;成长,19,M,7,2,0,1
U03213,生活;文学,教育;散文;经典;小说,47,F,8,1,0,0
U03214,生活;文学,外国文学;中国文学,58,F,11,4,1,1
U03215,生活;文学,散文;名著;外国文学;教育,33,M,10,2,0,0
U03216,文学;生活,名著;散文;小说,38,F,9,2,0,0
U03217,生活,随笔;小说;名著,19,M,9,2,1,0
U03218,文学;生活,外国文学;随笔;散文,25,F,14,0,0,0
U03219,文学;生活,散文;中国文学,19,F,4,1,0,1
U03220,生活;文学,随笔;成长;名著;教育,52,M,9,1,0,0
U03221,文学,散文;外国文学;教育;随笔,16,M,8,1,0,0
U03222,文学;生活,中国文学;经典;散文,58,M,11,2,1,1
U03223,文学;生活,成长;散文,48,F,11,1,0,0
U03224,生活,散文;成长,16,M,9,2,0,1
U03225,文学,中国文学;经典;教育,55,M,6,1,0,0
U03226,生活,随笔;经典,53,M,9,0,0,0
U03227,生活;文学,散文;经典;教育;成长,30,M,13,2,0,0
U03228,文学;生活,小说;随笔;名著;教育,15,F,8,2,1,0
U03229,文学;生活,成长;外国文学;中国文学;名著,16,M,8,2,2,1
U03230,文学;生活,教育;散文;中国文学,37,M,8,2,0,0
U03231,文学;生活,教育;中国文学;经典,33,M,11,4,2,0
U03232,生活;文学,中国文学;外国文学,18,F,12,4,1,3
U03233,文学;生活,经典;小说,44,M,8,1,0,0
U03234,文学;生活,中国文学;小说;教育;经典,50,M,7,1,0,0
U03235,文学,外国文学;散文;小说,15,F,6,0,0,0
U03236,生活;文学,随笔;外国文学,57,M,17,4,0,0
U03237,生活,经典;教育;散文,43,M,8,1,0,0
U03238,文学,名著;经典,56,F,7,2,0,0
U03239,文学,成长;随笔;外国文学;经典,60,M,12,1,0,0
U03240,生活;文学,散文;外国文学;随笔,46,M,7,3,0,0
U03241,生活;文学,随笔;名著;小说,27,F,8,1,0,0
U03242,生活;文学,名著;小说;教育;成长,17,F,12,1,0,0
U03243,生活;文学,成长;经典,22,F,10,1,0,0
U03244,生活;文学,散文;经典;教育;外国文学,16,M,15,2,0,0
U03245,生活;文学,小说;散文;名著;随笔,47,F,7,1,0,0
U03246,生活;文学,经典;中国文学,56,F,10,1,1,1
U03247,生活,名著;教育;随笔;外国文学,31,M,3,0,0,0
U03248,生活;文学,小说;中国文学;经典,17,F,12,3,1,0
U03249,生活,名著;小说,46,F,10,1,1,1
U03250,生活;文学,成长;小说,15,F,12,0,0,0
U03251,文学;生活,散文;外国文学,42,M,14,1,0,0
U03252,文学;生活,散文;教育,19,F,11,4,2,4
U03253,生活;文学,教育;散文,51,M,13,1,0,1
U03254,生活,成长;名著;小说,45,F,8,2,0,0
U03255,文学;生活,外国文学;中国文学;经典,32,F,14,3,0,0
U03256,文学;生活,随笔;外国文学,32,F,10,2,1,2
U03257,文学;生活,中国文学;散文;随笔,24,M,15,2,1,0
U03258,文学,名著;教育;经典;随笔,54,M,8,2,1,0
U03259,生活,外国文学;随笔;名著,55,F,14,3,1,2
U03260,生活;文学,随笔;成长,34,F,7,1,1,0
U03261,生活;文学,经典;随笔,21,F,15,3,1,1
U03262,生活;文学,名著;随笔;教育;散文,42,F,10,0,0,0
U03263,文学;生活,散文;外国文学;名著,37,F,8,0,0,0
U03264,文学;生活,中国文学;散文,62,F,8,1,0,1
U03265,文学;生活,成长;外国文学;名著;教育,20,F,10,0,0,1
U03266,文学;生活,小说;外国文学;散文,15,M,12,1,0,0
U03267,文学;生活,小说;名著,53,F,9,2,0,0
U03268,文学;生活,成长;教育;名著;中国文学,63,F,11,3,0,0
U03269,生活;文学,经典;随笔;小说,40,F,8,1,1,0
U03270,文学;生活,经典;小说;中国文学;名著,22,F,5,0,0,0
U03271,生活;文学,名著;散文;成长,41,M,13,2,0,0
U03272,文学,外国文学;小说,17,M,8,3,0,0
U03273,文学;生活,随笔;成长;外国文学;中国文学,38,M,6,0,0,0
U03274,文学,外国文学;教育,35,M,8,1,1,1
U03275,生活;文学,名著;散文,37,M,15,3,0,1
U03276,文学,小说;名著;教育,63,F,10,3,1,1
U03277,生活;文学,小说;随笔;散文,42,F,11,2,0,0
U03278,文学;生活,名著;随笔;小说;中国文学,15,M,13,4,0,0
U03279,生活,名著;外国文学;随笔,57,M,14,5,1,0
U03280,文学;生活,散文;教育;名著;小说,53,M,6,1,0,0
U03281,生活;文学,名著;中国文学;随笔,29,F,9,2,1,1
U03282,生活;文学,中国文学;小说;散文;随笔,54,M,10,1,0,0
U03283,生活,成长;名著;随笔;中国文学,41,F,20,5,2,1
U03284,生活;文学,经典;教育;中国文学;名著,59,M,16,6,2,0
U03285,生活;文学,教育;散文;随笔,38,F,6,2,1,0
U03286,生活;文学,中国文学;经典;外国文学,59,M,8,2,0,0
U03287,生活;文学,散文;经典,39,F,12,1,0,0
U03288,生活,经典;教育,48,F,7,3,1,1
U03289,文学;生活,教育;随笔;中国文学;经典,34,M,3,2,0,0
U03290,生活;文学,散文;成长;小说,20,M,12,2,1,0
U03291,生活;文学,随笔;名著,19,F,8,1,0,1
U03292,文学,经典;教育;成长,30,M,12,2,0,0
U03293,文学,散文;名著;外国文学,51,M,14,3,2,1
U03294,生活,随笔;教育;外国文学;散文,33,M,11,5,1,0
U03295,文学;生活,成长;名著;散文;外国文学,58,M,9,1,0,0
U03296,生活;文学,随笔;外国文学;名著,48,M,10,2,0,0
U03297,文学;生活,中国文学;名著;随笔;散文,58,F,6,0,0,0
U03298,生活;文学,小说;经典;外国文学,36,F,11,1,0,0
U03299,生活;文学,外国文学;名著;散文;成长,33,F,9,1,1,0
U03300,生活,外国文学;中国文学,38,M,12,1,0,0
U03301,文学,随笔;外国文学,43,M,12,3,0,0
U03302,文学;生活,教育;经典;成长;中国文学,21,M,12,0,0,1
U03303,生活,散文;外国文学;成长,42,F,7,1,0,0
U03304,文学;生活,中国文学;外国文学,33,M,6,1,0,0
U03305,文学;生活,随笔;中国文学;成长,27,F,11,2,1,2
U03306,文学,小说;名著;随笔,35,M,11,0,0,0
U03307,生活;文学,随笔;散文;外国文学;成长,19,M,9,1,0,0
U03308,生活,中国文学;教育,53,M,9,0,0,0
U03309,文学;生活,随笔;散文;小说,19,F,11,4,2,0
U03310,文学;生活,散文;经典;成长;随笔,21,M,9,2,0,0
U03311,文学,小说;经典;散文;随笔,49,M,9,0,0,0
U03312,生活,中国文学;经典;教育,50,M,10,1,1,0
U03313,生活;文学,教育;中国文学,49,M,12,2,0,0
U03314,文学;生活,经典;教育,39,F,15,1,1,0
U03315,生活;文学,教育;成长;名著;中国文学,17,M,12,0,0,0
U03316,生活;文学,外国文学;成长,21,F,14,4,1,0
U03317,文学;生活,教育;散文;经典;中国文学,37,M,15,2,0,0
U03318,生活;文学,名著;教育;散文;中国文学,37,M,4,1,0,0
U03319,生活;文学,名著;成长;小说;散文,38,M,12,4,0,0
U03320,生活;文学,教育;名著,20,F,11,0,0,1
U03321,文学;生活,外国文学;名著;小说;教育,39,M,12,1,0,0
U03322,文学,教育;随笔,60,F,14,1,1,0
U03323,文学;生活,随笔;小说;散文,40,F,11,5,1,1
U03324,生活;文学,教育;随笔;散文,47,F,7,0,0,0
U03325,文学;生活,随笔;教育;名著,49,M,10,0,0,0
U03326,文学;生活,随笔;名著;中国文学;散文,65,M,12,2,1,1
U03327,生活;文学,小说;散文;经典,33,M,10,3,1,0
U03328,生活;文学,小说;外国文学,27,F,8,2,1,1
U03329,文学;生活,散文;中国文学;小说,53,F,8,3,0,0
U03330,文学,中国文学;经典;名著;成长,40,F,6,3,1,2
U03331,生活;文学,教育;成长;外国文学;小说,24,M,8,1,0,0
U03332,文学;生活,经典;成长;教育;名著,61,M,7,1,0,1
U03333,生活;文学,外国文学;小说;名著,48,M,9,3,2,0
U03334,生活,中国文学;名著;经典;随笔,39,M,11,4,0,2
U03335,文学,外国文学;中国文学,31,M,15,2,1,1
U03336,文学;生活,随笔;名著;成长,56,M,9,4,0,0
U03337,文学,随笔;名著,60,F,11,2,0,1
U03338,生活,散文;外国文学;中国文学;名著,38,M,15,1,0,0
U03339,生活,经典;外国文学,58,F,6,2,0,0
U03340,文学,经典;名著;外国文学;小说,50,F,7,1,0,0
U03341,文学;生活,小说;外国文学;随笔;散文,23,F,9,2,0,0
U03342,文学;生活,随笔;散文;外国文学,20,M,10,2,0,0
U03343,文学;生活,小说;教育;成长,56,F,16,1,0,0
U03344,生活,散文;成长;教育;经典,22,M,13,3,2,0
U03345,生活;文学,随笔;成长;中国文学,39,F,8,0,0,0
U03346,文学,中国文学;经典,18,F,8,1,0,1
U03347,文学,成长;名著;随笔;小说,26,M,11,1,0,0
U03348,文学,中国文学;教育,17,M,10,2,0,0
U03349,文学;生活,成长;小说,61,M,9,3,1,0
U03350,生活,名著;中国文学,24,M,12,1,1,2
U03351,文学,随笔;小说;散文,19,F,14,0,0,0
U03352,生活;文学,中国文学;小说;教育,19,F,8,3,2,0
U03353,生活,成长;小说;中国文学;随笔,33,F,14,3,2,3
U03354,生活;文学,小说;随笔;经典;中国文学,61,M,7,1,1,0
U03355,生活;文学,随笔;教育;经典,43,M,9,2,0,0
U03356,文学;生活,中国文学;散文;教育,45,F,9,5,2,1
U03357,文学;生活,中国文学;教育;外国文学,45,F,15,0,0,1
U03358,文学,外国文学;小说;教育;中国文学,55,M,16,3,0,1
U03359,文学;生活,散文;教育,42,F,12,2,1,0
U03360,文学,名著;教育,31,M,11,4,2,1
U03361,文学;生活,经典;名著;小说;外国文学,54,F,12,2,1,1
U03362,生活;文学,经典;教育,37,M,16,4,1,0
U03363,生活;文学,小说;外国文学;散文;随笔,34,M,6,2,1,1
U03364,生活,小说;散文;中国文学,38,M,17,2,0,0
U03365,生活;文学,散文;外国文学,54,F,9,1,0,0
U03366,文学,小说;成长,65,M,11,2,0,0
U03367,生活;文学,名著;教育;散文;随笔,34,M,16,2,0,2
U03368,文学;生活,随笔;外国文学,33,F,3,1,1,1
U03369,文学;生活,散文;随笔;小说,22,F,8,2,0,0
U03370,文学;生活,随笔;中国文学;名著,35,M,7,0,0,0
U03371,文学,小说;名著;经典;成长,64,M,8,1,1,1
U03372,生活;文学,随笔;成长;经典,41,F,11,2,1,2
U03373,生活;文学,成长;教育,25,F,6,1,1,0
U03374,文学;生活,小说;散文;名著,38,M,13,2,2,0
U03375,生活;文学,中国文学;教育;散文,46,M,11,1,0,0
U03376,文学;生活,教育;经典;外国文学;中国文学,28,M,12,1,0,0
U03377,生活;文学,名著;外国文学,48,F,12,1,0,0
U03378,生活;文学,中国文学;小说;名著,19,M,15,3,1,0
U03379,生活,经典;外国文学;随笔;成长,33,F,6,1,0,0
U03380,文学;生活,成长;小说;名著;教育,59,F,10,0,0,0
U03381,生活,教育;名著,60,F,3,1,1,1
U03382,生活;文学,经典;中国文学;名著;外国文学,43,M,5,1,0,0
U03383,生活;文学,中国文学;小说,55,M,9,0,0,0
U03384,文学;生活,中国文学;成长;随笔,61,M,8,1,1,0
U03385,文学;生活,名著;中国文学;经典;散文,25,F,9,3,1,0
U03386,文学;生活,小说;教育;散文,15,F,10,1,0,0
U03387,文学,经典;成长,42,F,10,3,1,0
U03388,文学;生活,成长;中国文学,27,F,11,0,0,0
U03389,文学,教育;中国文学;随笔;成长,35,M,5,2,0,0
U03390,文学;生活,成长;随笔;名著,17,M,6,1,0,0
U03391,生活;文学,外国文学;教育;随笔,32,M,16,1,0,0
U03392,生活,外国文学;随笔,18,M,11,0,0,0
U03393,文学,外国文学;散文;经典;随笔,15,M,16,1,0,1
U03394,生活,经典;小说;教育,20,M,13,2,2,0
U03395,生活;文学,经典;中国文学;名著;散文,24,F,12,5,1,0
U03396,生活;文学,外国文学;教育;小说;成长,48,F,14,1,1,1
U03397,文学;生活,随笔;教育;小说,24,M,9,3,1,1
U03398,文学,小说;成长,53,F,13,1,0,0
U03399,文学;生活,成长;散文;经典,48,M,7,0,0,1
U03400,生活;文学,名著;中国文学,56,M,6,1,0,0
U03401,生活;文学,散文;小说,55,M,10,2,1,0
U03402,生活;文学,名著;成长;外国文学,59,M,5,0,0,0
U03403,文学,随笔;名著,24,M,8,1,0,0
U03404,文学;生活,中国文学;名著;成长;小说,22,M,13,4,1,1
U03405,生活;文学,中国文学;散文;经典;成长,32,M,12,0,0,0
U03406,文学,散文;中国文学;教育;经典,62,F,7,1,0,0
U03407,生活;文学,成长;外国文学;随笔,18,F,13,4,1,0
U03408,文学;生活,散文;小说,58,F,15,3,0,0
U03409,生活,经典;小说;成长;外国文学,15,F,8,0,0,1
U03410,生活,教育;外国文学;小说,58,F,16,1,0,1
U03411,文学;生活,小说;名著,35,M,16,4,1,0
U03412,文学;生活,经典;名著,53,F,10,2,1,0
U03413,文学,小说;经典,19,M,13,4,1,0
U03414,文学,小说;教育;中国文学;随笔,51,F,8,1,0,0
U03415,文学,名著;教育;散文;中国文学,63,M,8,0,0,0
U03416,生活;文学,经典;外国文学;名著;教育,54,F,12,5,2,1
U03417,生活;文学,成长;小说,37,M,5,1,0,0
U03418,生活;文学,名著;随笔,15,M,11,3,0,0
U03419,文学;生活,名著;经典;散文;小说,33,M,10,0,0,0
U03420,生活;文学,中国文学;外国文学,47,M,10,3,0,0
U03421,文学;生活,外国文学;散文,38,M,12,3,1,1
U03422,生活,小说;名著;经典,24,M,12,4,2,1
U03423,文学,成长;中国文学,42,F,9,1,0,0
U03424,文学;生活,外国文学;经典;小说;散文,37,M,14,4,1,0
U03425,生活;文学,名著;随笔,32,M,5,3,1,0
U03426,文学,经典;中国文学;小说,45,M,14,1,1,0
U03427,文学;生活,教育;经典;中国文学;名著,65,M,9,3,1,1
U03428,文学;生活,名著;外国文学,64,M,14,4,1,1
U03429,文学,小说;教育;散文,46,M,12,4,1,0
U03430,文学;生活,小说;外国文学,21,M,13,0,0,0
U03431,生活,中国文学;小说;随笔;经典,65,M,9,4,1,0
U03432,生活;文学,小说;散文;名著;经典,65,M,5,1,0,0
U03433,文学;生活,教育;散文;外国文学;经典,19,F,12,4,2,0
U03434,文学,中国文学;教育;散文;随笔,55,M,11,3,1,1
U03435,文学;生活,外国文学;经典;成长,52,F,10,2,2,1
U03436,文学;生活,教育;散文;成长,22,F,5,1,1,0
U03437,文学,外国文学;成长,52,M,17,3,0,0
U03438,生活,教育;经典,20,M,12,4,1,0
U03439,文学;生活,经典;教育,63,F,12,0,0,0
U03440,生活,教育;经典;成长,29,M,9,2,0,0
U03441,文学,小说;散文;中国文学;外国文学,32,F,8,1,1,0
U03442,文学,散文;随笔,24,F,8,0,0,1
U03443,文学,教育;经典;成长;名著,38,M,8,1,0,0
U03444,生活;文学,散文;中国文学,31,F,8,3,0,0
U03445,生活;文学,中国文学;外国文学,26,F,10,2,0,0
U03446,文学;生活,经典;中国文学,27,F,8,2,0,0
U03447,生活,成长;中国文学,60,F,6,2,0,0
U03448,文学;生活,经典;成长,37,M,7,1,0,0
U03449,文学,外国文学;名著;小说,35,F,7,1,0,0
U03450,文学,中国文学;名著,63,M,9,2,2,0
U03451,文学,教育;随笔;小说;外国文学,16,M,14,3,0,0
U03452,生活;文学,经典;成长;随笔,16,M,4,0,0,0
U03453,文学;生活,名著;散文;教育;成长,20,F,5,0,0,0
U03454,生活;文学,经典;外国文学;散文;随笔,42,M,4,0,0,0
U03455,生活;文学,外国文学;教育,56,F,8,1,0,0
U03456,文学;生活,散文;随笔,54,M,4,0,0,0
U03457,生活;文学,经典;外国文学;小说;散文,58,F,9,1,0,0
U03458,生活,外国文学;名著,57,M,16,5,2,1
