item_id,name,author,create_time,item_categories,item_keywords,city,price,image,description,item_click_last3m,item_cart_last3m,item_buy_last3m,item_forward_last3m,,,,,,
I0709,半生缘: 张爱玲全集04——小说,张爱玲,2025/7/10 17:13,文学,小说;中国文学,成都,29.6,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/709.jpg,三十年代上海，一段被命运捉弄的错位爱情，写尽半生遗憾与深情,16,5,1,2,,,,,,
I0710,卓有成效的管理者,[美] 彼得·德鲁克,2025/12/10 17:13,生活,成长,南京,72.33,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/710.jpg,平凡人也能学会的卓有成效管理法,21,4,0,0,,,,,,
I0711,卓越,吴军,2025/4/28 17:13,生活,教育,武汉,79,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/711.jpg,破解教育困境，回归本质，让爱与成长自然发生,19,3,0,0,,,,,,
I0712,单口喜剧进阶指南,王梓晗,2025/10/27 17:13,生活,成长,武汉,69.9,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/712.jpg,单口喜剧进阶指南，助你高效持续打磨段子,13,4,1,0,,,,,,
I0713,单干2: 个人定位,陈欢,2025/8/26 17:13,生活,成长,深圳,69.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/713.jpg,破解个人定位难题，找到属于你的最佳赛道,10,2,0,0,,,,,,
I0714,单身母亲日记,阿依努尔·吐马尔别克,2025/8/14 17:13,生活,成长,北京,48,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/714.jpg,单身母亲北漂日记，从女孩到作家，独自成为一座山,17,5,0,0,,,,,,
I0715,南京博物院,南京博物院 编著,2025/9/25 17:13,文学,随笔,北京,99,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/715.jpg,穿越千年文物，纵览江苏五千年文明精华,8,2,1,1,,,,,,
I0717,南声函胡,裁石青、大鱼文化,2025/9/19 17:13,文学,随笔,南京,77.35,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/717.jpg,暗恋十年终成真，为爱追赶的成长故事,13,1,0,0,,,,,,
I0718,南方往事: 一个跨国家庭的中国记忆：1936-1951,[美] 路康乐,2025/5/22 17:13,文学,随笔,上海,73.09,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/718.jpg,跨国家庭亲历近代中国巨变十五年,11,2,0,1,,,,,,
I0719,南方技校的少年: 一名教师的真实记录,袁洁,2025/8/6 17:13,文学,中国文学,成都,49,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/719.jpg,直面中考分流，探寻职校生真实青春与未来可能,12,2,1,0,,,,,,
I0721,南明史,顾诚,2025/11/1 17:13,文学,经典,南京,129.9,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/721.jpg,甲申年风云骤变，三朝更迭一夕间,14,4,0,0,,,,,,
I0723,博我以文: 清代前中期的古文与知识秩序,胡琦,2025/5/15 17:13,文学,中国文学,南京,188,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/723.jpg,清代士人如何以古文构建思想世界，揭示文章背后的权力与知识,20,4,1,0,,,,,,
I0724,占星术杀人魔法: 全新修订版,[日] 岛田庄司,2025/4/9 17:13,文学,小说,南京,98.32,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/724.jpg,顶级密室推理，逻辑与想象力的巅峰对决,12,4,4,3,,,,,,
I0725,卡夫卡传: 关键岁月·1910-1915,[德] 莱纳·施塔赫,2025/7/19 17:13,文学,外国文学,武汉,32.61,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/725.jpg,卡夫卡以梦魇之笔，刺破现代生活的荒诞真相,14,2,0,0,,,,,,
I0726,卡夫卡传: 早年·1883-1910,[德] 莱纳·施塔赫,2025/10/31 17:13,文学,外国文学,南京,20.98,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/726.jpg,卡夫卡式梦境，照见现代生活的冰冷真相,12,2,1,1,,,,,,
I0727,卡夫卡传: 领悟之年·1916-1924,(德) 莱纳·施塔赫,2025/4/16 17:13,文学,外国文学,郑州,88.63,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/727.jpg,追寻卡夫卡生命最后九年，于疾病与孤独中抵达写作的自由,10,5,0,0,,,,,,
I0728,卡拉马佐夫兄弟: 精装文库本,陀思妥耶夫斯基,2025/7/3 17:13,文学,外国文学,北京,56.4,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/728.jpg,博尔赫斯挚爱的巅峰之作，耿济之经典译本精校呈现,11,2,0,0,,,,,,
I0729,卡皮巴拉不烦恼: 如何像水豚一样远离内耗,[日] 草薙龙瞬 著,2025/7/7 17:13,生活,成长,义乌,72.28,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/729.jpg,向情绪稳定的卡皮巴拉学习，在纷扰世界中找回内心的松弛与安宁,14,4,0,0,,,,,,
I0730,卡皮巴拉今天不想努力: 暖萌的卡皮巴拉+大量文创周边,沐川 著,2025/5/20 17:13,生活,成长,成都,47.39,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/730.jpg,卡皮巴拉用心理寓言，带你告别无效努力，重获生活掌控感,19,4,0,0,,,,,,
I0731,卡门,[法]普罗斯佩·梅里美,2025/10/27 17:13,文学,外国文学;名著,广州,12.67,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/731.jpg,自由不羁的卡门，唱响爱情与命运的永恒悲歌,23,1,0,0,,,,,,
I0732,卢克明的偷偷一笑,余华,2025/7/7 17:13,文学,小说;中国文学,南京,49,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/732.jpg,余华全新力作，开启颠覆想象的混蛋宇宙,21,3,1,1,,,,,,
I0734,卧榻之侧: 赵匡胤、李煜和他们的时代,张明扬,2025/5/23 17:13,文学,中国文学,郑州,79.9,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/734.jpg,洞察乱世人心博弈的生存法则,10,2,0,0,,,,,,
I0735,危险关系,纪静蓉,2025/8/21 17:13,文学,中国文学,西安,45,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/735.jpg,职场与家庭的双重压力下，她如何破局寻回自我？,13,2,0,2,,,,,,
I0737,历代状元文章汇编,洪钧 编,2025/5/6 17:13,文学,中国文学,杭州,58,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/737.jpg,千年科举兴衰录，揭秘状元及第背后的权力与梦想,5,1,0,0,,,,,,
I0738,历史与我的瞬间,梁鸿,2025/8/3 17:13,文学,随笔,深圳,38,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/738.jpg,与大师相遇，在行走与阅读中重拾生活诗意,10,3,1,0,,,,,,
I0739,历史中的大与小,马伯庸,2025/11/12 17:13,文学,中国文学;随笔;散文,上海,56,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/739.jpg,散装历史随笔，陪读古文与牙疼史中见真趣,30,5,0,0,,,,,,
I0740,历史的错觉,赵运涛,2025/11/29 17:13,文学,随笔,郑州,81,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/740.jpg,穿越古今的趣味历史，颠覆你的刻板认知,9,0,0,0,,,,,,
I0742,厌女: 增订本,[日] 上野千鹤子,2025/10/21 17:13,文学,随笔,深圳,41.93,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/742.jpg,厌女研究增订版，燃遍东亚的觉醒宣言,11,1,1,1,,,,,,
I0743,原子習慣: 細微改變帶來巨大成就的實證法則,James Clear、詹姆斯．克利爾,2025/6/16 17:13,生活,成长,深圳,37.21,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/743.jpg,善用复利效应，让微小习惯的持续积累，彻底改变你的人生轨迹,26,3,1,1,,,,,,
I0744,原生家庭: 如何修补自己的性格缺陷,（美）苏珊·福沃德博士、（美）克雷格·巴克、[美国] 苏珊·福沃德,2025/9/7 17:13,生活,成长,北京,59.67,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/744.jpg,打破有毒家庭循环的心理疗愈经典,21,2,1,1,,,,,,
I0745,去吹吹旷野的风,林冬,2025/11/9 17:13,文学,随笔,义乌,59,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/745.jpg,林冬以诗回归生活，用字句陪伴你审视自我，在经历中成长,10,2,0,0,,,,,,
I0746,去有花的地方,陈慧,2025/10/29 17:13,文学,随笔;散文,南京,58,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/746.jpg,跟随养蜂人千里追花，菜场女作家走出半生，寻回生命绽放的力量,19,1,1,1,,,,,,
I0747,县中的孩子: 中国县域教育生态,林小英,2025/6/3 17:13,生活,教育,成都,88,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/747.jpg,破解县域教育两难困境，探寻适合本土的振兴之路,18,4,1,0,,,,,,
I0748,又冷又明亮: The sun in the sea,王小立,2025/4/28 17:13,生活,成长,上海,24.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/748.jpg,王小立以惊人销量力作，展现新生代作家驾驭文字与情节的非凡,12,2,1,0,,,,,,
I0749,双轨：全2册,时玖远,2025/8/27 17:13,文学,小说,南京,69.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/749.jpg,痞帅哥哥与阳光妹妹的校园救赎，从针锋相对到彼此唯一,12,3,0,0,,,,,,
I0750,双重赔偿,(美)詹姆斯·M·凯恩,2025/9/23 17:13,文学,外国文学,南京,90.72,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/750.jpg,保险员与蛇蝎美人合谋杀夫骗保，一场精心算计却难逃宿命的黑,15,3,0,0,,,,,,
I0751,反与正 婚礼集 夏天集,［法国］阿尔贝·加缪,2025/7/10 17:13,文学,随笔,南京,20.44,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/751.jpg,郭宏安翻译加缪随笔，附赠精美书签卡片,15,0,0,0,,,,,,
I0752,反倦怠能量站,刀熊,2025/10/24 17:13,生活,成长,上海,55,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/752.jpg,为低电量青年找回能量感的社科充电书,23,6,1,0,,,,,,
I0753,反抗的忧郁,[匈牙利] 克拉斯诺霍尔卡伊·拉斯洛,2025/10/4 17:13,文学,小说;外国文学,成都,10.6,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/753.jpg,以忧郁对抗荒诞，一场毁灭性的时代寓言,19,4,0,2,,,,,,
I0754,发展心理学: 人的毕生发展(第6版),[美] 罗伯特·费尔德曼,2025/5/15 17:13,生活,成长;教育,北京,63.38,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/754.jpg,洞察生命全程，把握每个阶段的关键,40,7,2,2,,,,,,
I0755,发条橙,[英] 安东尼·伯吉斯,2025/8/28 17:13,文学,小说,深圳,28.51,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/755.jpg,自由意志与强权碰撞下的青春残酷物语,8,1,0,0,,,,,,
I0756,叔本华的治疗,[美]欧文·D.亚隆(Irvin D. Yalom),2025/4/23 17:13,生活,成长,武汉,60.07,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/756.jpg,当生命只剩一年，心理治疗师与病人重启终极对话,16,4,1,1,,,,,,
I0757,受戒,汪曾祺、王风,2025/10/8 17:13,文学,小说;中国文学;经典,西安,36,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/757.jpg,北大学者精编的汪曾祺文学精华选本,27,3,1,2,,,,,,
I0758,受戒: 汪曾祺自选集,汪曾祺,2025/10/23 17:13,文学,中国文学,广州,3.95,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/758.jpg,汪曾祺经典小说散文精选，获奖名篇展现人性温暖与生活诗意,11,3,1,1,,,,,,
I0759,受活,阎连科,2025/10/2 17:13,文学,小说;中国文学,杭州,32,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/759.jpg,一部荒诞寓言，刺破现实与乌托邦的幻象,20,5,2,2,,,,,,
I0760,变化中的时间观念,哈罗德·伊尼斯,2025/8/2 17:13,文学,经典,深圳,25.4,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/760.jpg,媒介偏向塑造文明，理解时间方能把握变迁,12,0,0,1,,,,,,
I0761,变形记,[奥地利] 弗朗茨·卡夫卡,2025/12/6 17:13,文学,小说;外国文学;经典;名著,南京,25.06,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/761.jpg,卡夫卡经典，揭示现代人的生存异化,27,5,1,1,,,,,,
I0762,变形记: 卡夫卡中短篇小说全集,[奥] 弗兰茨·卡夫卡,2025/5/10 17:13,文学,经典,西安,90.11,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/762.jpg,卡夫卡全集，洞见现代人异化困境的文学经典,20,6,1,1,,,,,,
I0763,变形记: 卡夫卡诞辰140周年珍藏版,[奥] 弗兰兹·卡夫卡,2025/11/3 17:13,文学,经典,成都,80.37,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/763.jpg,借卡夫卡之眼，看透现代职场困局，找回生活本真,11,3,0,1,,,,,,
I0764,变得厉害,刘天昭,2025/11/23 17:13,文学,中国文学,南京,42,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/764.jpg,初老感受磅礴，直面精神危机，重塑自我故事,8,0,0,0,,,,,,
I0767,叙旧,魏思孝,2025/6/20 17:13,文学,小说;中国文学,成都,65,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/767.jpg,以未干的墨，写尽未说出口的告别与念念不忘,21,2,1,2,,,,,,
I0768,古人的雅致生活·云林石谱,江西美术出版社,2025/4/26 17:13,文学,随笔,北京,81.55,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/768.jpg,鉴石宝典，系统品评百种名石,7,0,0,1,,,,,,
I0769,古希腊文明的光芒（上下）: 走近西方文明起源与美之故乡,赵林,2025/4/25 17:13,文学,经典,深圳,188,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/769.jpg,跟随顶尖学者亲临希腊，全景重现两千年西方文明之源,22,6,1,1,,,,,,
I0770,古文之内，时间之外,读者杂志社 编、一水间 编著,2025/6/8 17:13,生活,成长,义乌,58,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/770.jpg,于复杂世界中安顿内心，将平凡日子过出诗意与美感,25,2,1,2,,,,,,
I0771,古文旧书考,[日]岛田翰  撰、杜泽逊、王晓娟  点校、岛田翰,2025/7/17 17:13,文学,中国文学,杭州,58,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/771.jpg,《皕宋楼藏书源流考》、《访余录》附,15,4,0,0,,,,,,
I0772,古文观止,吴楚材、吴调侯,2025/3/25 17:13,文学,中国文学;经典,北京,21,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/772.jpg,古文精华尽收此卷，注释评点伴你通晓千年文章,23,4,1,1,,,,,,
I0773,古村·古俗,冯骥才,2025/11/3 17:13,文学,随笔,成都,78,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/773.jpg,守护民族DNA，在文化遗产中发现美,13,3,0,1,,,,,,
I0774,古籍文化知识问答,李致忠,2025/6/11 17:13,生活,成长,南京,98,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/774.jpg,古籍版本大家毕生经验，辨真伪定年代明价值,15,0,0,0,,,,,,
I0775,古董局中局 2: 清明上河图之谜,马伯庸,2025/6/28 17:13,文学,小说,北京,32,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/775.jpg,穿越千年骗局，揭秘中国文物背后的传奇真伪博弈,13,2,1,1,,,,,,
I0776,古董局中局 4: 大结局,马伯庸,2025/12/2 17:13,文学,中国文学,西安,42,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/776.jpg,马伯庸巅峰终局，破解青花瓷千年谜案，守护国宝终极一战,12,3,1,0,,,,,,
I0777,古董局中局1: 佛头奇案,马伯庸,2025/8/12 17:13,文学,小说,北京,45,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/777.jpg,古董江湖的隐秘与险恶，尽在真赝迷局中,7,1,1,0,,,,,,
I0778,古詩源,[清] 沈德潛,2025/10/16 17:13,文学,中国文学,郑州,34,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/778.jpg,《古诗源》收录先秦至隋七百余首，探寻中国诗歌千年源头之美,16,2,0,0,,,,,,
I0779,古诗十九首,朱自清、李善、董其昌,2025/7/4 17:13,文学,随笔,成都,49,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/779.jpg,千古五言诗巅峰，名家注赏配名画，尽显一字千金之妙,11,4,0,0,,,,,,
I0780,古诗十九首集释,隋树森,2025/11/24 17:13,文学,经典,上海,24,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/780.jpg,上承诗经下启魏晋的五言之冠冕,9,1,0,0,,,,,,
I0781,另一个布鲁克林,[美] 杰奎琳·伍德森,2025/7/16 17:13,生活,成长,西安,50.57,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/781.jpg,逆境求生，布鲁克林街头的坚韧成长诗篇,28,6,1,3,,,,,,
I0782,另一个悟空的西游记,苗子兮,2025/8/11 17:13,文学,中国文学,义乌,76,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/782.jpg,大唐武官的丝路史诗，比神话更动人的真实取经,9,2,0,0,,,,,,
I0783,只有一朵玫瑰支撑: 希尔德·多敏诗选,[德] 希尔德·多敏,2025/10/2 17:13,文学,外国文学,西安,44.3,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/783.jpg,流亡女诗人的生命绝唱，中文首译震撼呈现,13,3,0,0,,,,,,
I0784,只管去做,邹小强,2025/5/17 17:13,生活,成长,杭州,49.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/784.jpg,用目标管理掌控人生，高效实现每个大小愿望,17,2,0,0,,,,,,
I0785,只缘身在此山中,简媜,2025/6/20 17:13,文学,散文,北京,18,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/785.jpg,简媜散文，以诚挚之心礼赞人生与亲情,17,4,1,0,,,,,,
I0786,只要我还在创作: 角谷美智子访谈录,[美] 角谷美智子,2025/4/14 17:13,文学,随笔,广州,79.27,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/786.jpg,角谷对话36位大师，揭秘创作与人生的核心真相,9,1,0,0,,,,,,
I0787,可塑性思考,【日】佐藤卓,2025/11/22 17:13,文学,随笔,义乌,52.23,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/787.jpg,佐藤卓首次公开国宝级设计心法，助你突破创意瓶颈,14,3,0,0,,,,,,
I0788,可能的世界,杨潇,2025/6/26 17:13,文学,随笔,武汉,78,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/788.jpg,穿越十国探寻可能，在行走与思考中重新发现自我与世界,7,2,0,0,,,,,,
I0789,史蒂夫·乔布斯传（修订版）,[美] 沃尔特·艾萨克森,2025/11/4 17:13,文学,经典,广州,75.05,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/789.jpg,唯一授权传记，深入天才内心，洞见改变世界的力量,19,5,2,2,,,,,,
I0791,史记: 点校本二十四史修订本,[汉]司马迁 撰、[宋]裴骃 集解、[唐]司马贞 索引、[唐]张守节 正义,2025/9/23 17:13,文学,经典,西安,57.6,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/791.jpg,《史记》贯通三千年历史，以人物传记开创纪传体，展现华夏文,12,3,0,0,,,,,,
I0792,史记的读法,阮芝生,2025/5/27 17:13,文学,经典,北京,89,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/792.jpg,洞察千年兴衰，提炼永恒治世大法,11,4,1,0,,,,,,
I0793,史记（中华经典名著全本全注全译丛书-三全本·全十册）,司马迁,2025/3/28 17:13,文学,中国文学;经典,成都,76.73,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/793.jpg,三全本《史记》首次完整注译十表正文，呈现无删减的史学原貌,27,4,0,0,,,,,,
I0795,叶圣陶散文精选（教育部新编初中语文教材拓展阅读书系）,叶圣陶,2025/6/22 17:13,文学,中国文学,北京,26,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/795.jpg,叶圣陶散文，带你领略山川风物与人生哲思的纯粹之美,9,1,0,0,,,,,,
I0796,吃着吃着就老了,陈晓卿,2025/6/30 17:13,文学,随笔,成都,69,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/796.jpg,家常美食，吃出生活最本真的幸福感,10,2,0,1,,,,,,
I0797,吉尔伽美什史诗,拱玉书 译注,2025/6/17 17:13,文学,经典,北京,54.44,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/797.jpg,人类最古史诗，探求永生与存在的英雄之旅,10,2,0,0,,,,,,
I0798,吉檀迦利: 全彩插图精装珍藏版,[印度] 泰戈尔,2025/6/5 17:13,文学,经典,成都,56.91,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/798.jpg,亚洲首部诺奖诗集，灵魂震撼之作,12,1,1,0,,,,,,
I0799,吊诡,[美] 雪莉·杰克逊,2025/9/18 17:13,文学,小说;外国文学,上海,53.65,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/799.jpg,读懂雪莉·杰克逊，直面内心深处的隐秘恐惧,23,2,0,0,,,,,,
I0800,名人传,[法] 罗曼·罗兰,2025/9/23 17:13,文学,经典,成都,64.55,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/800.jpg,巨匠的苦难与伟大，照亮平凡人的英雄路,12,2,1,1,,,,,,
I0801,名士之累: 苏东坡的十二个人生侧面,周文翰,2025/6/27 17:13,文学,经典,成都,59,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/801.jpg,大宋第一名士的文人视觉传记，解读跌宕人生与不朽才情,18,0,0,0,,,,,,
I0802,名士的反抗: 从孔融到嵇康,刘蟾,2025/12/21 17:13,文学,中国文学,广州,88,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/802.jpg,魏晋名士风骨揭秘，看透权力高压下的真风流与生存智慧,20,4,2,1,,,,,,
I0804,名画之谜·希腊神话篇: 希腊神话篇,(日) 中野京子,2025/12/18 17:13,文学,经典,武汉,42,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/804.jpg,看懂古典油画的门道，从构图到隐喻，提升你的艺术鉴赏力,7,1,0,0,,,,,,
I0805,后现代主义文学导读（全二册）,李德恩,2025/7/23 17:13,文学,外国文学,南京,80,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/805.jpg,后现代主义文学导读：以科幻与侦探小说之虚构，彻底颠覆现实,12,2,1,0,,,,,,
I0806,后窗看电影,卫西谛、黄小璐、徐霞 主编,2025/7/23 17:13,文学,中国文学,成都,35,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/806.jpg,国内最老牌电影论坛的二十年社群记忆与影迷文化史,9,1,1,0,,,,,,
I0807,后院观鸟,[美] 谭恩美,2025/8/27 17:13,文学,随笔,义乌,96.64,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/807.jpg,六旬作家观鸟五年，以画笔与文字捕捉自然之美，重获心灵自由,16,2,0,0,,,,,,
I0808,向上生长,九边,2025/7/2 17:13,生活,成长,义乌,45,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/808.jpg,百万读者力荐，九边助你洞悉困境本质，精准抉择，把握人生机遇,12,0,0,0,,,,,,
I0809,向伯利恒跋涉,琼·狄迪恩（Joan Didion）,2025/3/23 17:13,文学,随笔;外国文学;散文,北京,12.8,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/809.jpg,琼·狄迪恩经典之作，穿透美国繁荣表象，揭示失序真相，影响,37,7,2,3,,,,,,
I0814,向阳而生,董煜明、董清菡,2025/5/25 17:13,文学,散文,北京,78,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/814.jpg,于日常琐碎中，拾取生活潜藏的诗意与温暖,17,2,0,1,,,,,,
I0815,吕碧城诗文笺注（增订本）,吕碧城著、李保民笺注,2025/7/1 17:13,文学,中国文学;经典,广州,138,https://haut-campus-knowledge-sharing-and-trading-platform.oss-cn-beijing.aliyuncs.com/book-images-2026/815.jpg,民国才女吕碧城，以传奇人生诠释独立与风骨,29,3,0,0,,,,,,
